City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Temperature (C),Pressure (millibars),Humidity,Wind Speed (km/h)
Jaipur,25,52.5,5.65,15.75,13,7.8,0.36,6.25,35.27,30.3,1006.8,34.3,3.54
Jaipur,31,69,5.78,18.08,14.3,7.4,0.4,6.3,40.7,31,1006.7,34.3,4.33
Jaipur,33.25,66.5,2.4,11.75,8.2,9.95,4.71,6.2,42.62,37.9,1006.7,34.3,6.58
Jaipur,41.75,51.75,12.8,13.38,19.62,15.8,0.59,5.48,45.55,38.6,1006.7,34.3,9.96
Jaipur,33.5,58,4.12,36.65,22.85,22.9,1.24,3.42,50.98,36.8,1006.7,34.3,4.08
Jaipur,50.5,91,5.38,32.73,21.78,12.47,0.61,5.95,50,36.9,1006.7,34.2,3.67
Jaipur,57,94.75,4.73,21.15,15.1,17.8,0.52,5.88,49.98,35.2,1006.6,34.3,3.08
Jaipur,45,79.5,4.65,19.8,14.33,20.1,0.12,6.8,44.12,35.4,1006.6,34.3,3.21
Jaipur,45.75,80.5,4,18.23,12.95,22.65,0.11,7.18,36.27,33.3,1006.6,34.3,4.29
Jaipur,51,78.75,3.03,19.75,12.98,25.65,0.17,8.62,33.8,34.6,1006.6,34.3,5.46
Jaipur,54.5,78,3.95,17.63,12.58,32.65,0.28,8.3,36.25,30.7,1006.6,34.3,4.21
Jaipur,56,78,2.45,8.95,6.75,20.13,0,7.65,64.2,31.3,1006.6,34.3,4.04
Jaipur,16.5,21.25,1.92,23.05,13.85,16.85,0.12,6.73,50,34.2,1006.5,34.3,2.33
Jaipur,16.75,21,2.02,27.48,16.28,16.98,0.09,7.18,46.07,32.3,1006.6,34.3,3.75
Jaipur,22,27,1.62,13.03,8.18,17.53,0,6.1,48.05,29.7,1006.5,34.3,6.17
Jaipur,22.5,45.5,1.2,12.18,7.43,17.65,0.36,5.27,46.05,34.3,1006.6,34.3,5.09
Jaipur,20.25,77.5,1.58,15.3,9.43,17.58,0.38,4.95,34.8,36.4,1006.5,34.3,8.33
Jaipur,27.25,33.5,1.32,16.57,9.93,18.05,0.39,5.5,32.35,36.9,1006.5,34.3,12.42
Jaipur,26.75,32.25,1.02,15.47,9.03,18.38,0.37,5.15,38.23,39.1,1006.4,34.3,9.1931
Jaipur,22.75,32.75,1.3,7.77,5.22,23.55,0.62,5.85,55.37,40.5,1006.5,34.3,9.1609
Jaipur,19.25,27.75,1.43,3.85,3.22,20.38,0.31,6.23,69.1,40.3,1006.5,34.3,9.2736
Jaipur,10.75,15,2.52,9.42,7.05,18.92,0.41,6.38,60.75,44.8,1006.4,34.3,9.4507
Jaipur,11,14.5,2.43,16.33,10.65,16.88,0.42,5.15,54.88,42.3,1006.4,34.3,11.0768
Jaipur,14.5,13.75,3.65,18.25,12.65,23.5,0.55,5.3,50.48,43.4,1006.3,34.3,13.3791
Jaipur,14.75,16.75,2.95,9.78,7.6,17.23,0.45,5.5,63.67,42.7,1006.3,34.3,14.1358
Jaipur,11.75,18.75,2.73,12.6,8.88,15.23,0.42,5.3,67.1,42.3,1006.3,34.3,11.3183
Jaipur,14,17.75,2.65,10.25,7.6,16.8,0.18,7.95,78.9,42.3,1006.3,34.3,9.177
Jaipur,14.75,18.25,14.93,11.3,20.22,12.83,0.36,6.38,80.85,39.9,1006.3,34.3,14.168
Jaipur,17,22,3.58,9.45,7.92,18.22,0.64,6,97,32.6,1006.3,34.3,14.2968
Jaipur,15.75,28,2.48,8.9,6.75,9,0.43,7.25,100.95,23.2,1006.3,34.3,13.8299
Jaipur,17,29,2.97,14.13,9.95,11.83,0.55,6.47,101.45,30.7,1006.3,34.3,14.007
Jaipur,16.75,31.5,2.65,13.55,9.35,12.33,0.49,6.25,106.33,39,1006.3,34.3,15.4882
Jaipur,19.75,35.5,4,17.58,12.6,22.12,0.35,5.8,91.65,42.1,1006.3,34.3,13.8782
Jaipur,22.25,35.5,2.62,17.35,11.35,21.1,0.44,6,76.43,45.6,1006.3,34.3,14.4578
Jaipur,23.5,43,2.68,23.8,14.85,18.45,0.53,5.85,61.25,36.4,1006.3,34.3,25.0194
Jaipur,26.75,51,3.3,24.83,15.9,17.1,0.5,5.92,54.9,30,1006.3,34.3,27.37
Jaipur,29.75,45.75,2.85,20.5,13.2,16.3,0.48,5.77,52.93,27.5,1006.2,34.3,22.218
Jaipur,22.25,37,1.92,11.3,7.58,14.3,0.44,4.48,57.32,27.3,1006.2,34.3,23.5382
Jaipur,20,31,1.4,9.85,6.4,13.43,0.41,2.65,54.9,30.5,1006.2,34.3,19.8996
Jaipur,18.5,42.5,1.3,8.68,5.7,13.17,0.3,3.22,62.72,39.6,1006.2,34.3,17.5007
Jaipur,16,40.25,1.03,4.78,3.37,10.28,0.15,2.68,48.52,45.8,1006.2,34.3,17.6939
Jaipur,7.5,7.5,1.3,3.9,3.12,10.03,0.3,5.02,51.95,47,1006.2,34.3,19.5615
Jaipur,11,13,1.58,4.32,3.6,9.6,0.23,5.63,69.55,50.8,1006.2,34.3,21.8155
Jaipur,12.75,12.25,1.58,5.05,3.97,10.37,0.24,5.25,71.05,49.9,1006.2,34.3,17.2753
Jaipur,11.75,15.25,1.32,8.08,5.4,12.48,0.24,5.25,57.82,30.3,1006.2,34.3,11.7691
Jaipur,10.25,12,1.7,9.85,6.65,13.97,0.21,6.08,35.75,24.8,1006.2,34.2,11.0446
Jaipur,9,11.75,3.58,10.4,8.45,15.58,0.28,6.17,37.25,28.9,1006.2,34.3,11.0607
Jaipur,11.5,18.5,2.75,7.98,6.48,16.52,0.27,6.28,51.93,36.4,1006.1,34.3,7.2933
Jaipur,10,16,3.53,8.15,7.17,15.58,0.33,7.03,59.3,43.4,1006.1,34.3,6.923
Jaipur,12.5,26,3.12,10.1,7.92,15.45,0.34,5.8,65.65,38.5,1006.1,34.3,11.1734
Jaipur,14.75,30.25,3.4,11,8.65,16.35,0.23,12.15,75.95,32.6,1006,34.3,10.3201
Jaipur,15.25,31.75,13.45,9.78,18.28,13.55,0.6,9.47,83.8,33.7,1006.1,34.3,11.1734
Jaipur,20.5,35.25,3.07,10.1,7.85,27.07,0.36,7.3,94.57,39.5,1006.1,34.3,14.007
Jaipur,23,41.25,3.4,12.82,9.57,25.92,0.52,5.85,93.1,45.6,1006,34.3,7.2933
Jaipur,17.5,45.5,3.1,9.38,7.52,15.43,0.46,5.4,99,48.7,1006,34.3,6.7298
Jaipur,20,38.25,2.1,7.92,5.92,10.77,0.5,6,96.05,42.4,1006,34.3,7.889
Jaipur,21.75,35.75,2.12,9.05,6.55,14.62,0.25,6.2,83.3,34.5,1005.9,34.3,11.8657
Jaipur,22.75,28.5,2.03,11.15,7.55,14.75,0.23,7.45,67.62,37,1006,34.3,20.0123
Jaipur,37.75,36.75,2.43,15.8,10.35,14.75,0.3,7.75,51.93,49,1006,34.3,17.5812
Jaipur,35.75,39.25,1.95,21.67,13.12,14.83,0.32,7.93,40.65,41.6,1005.9,34.3,15.9551
Jaipur,25,44,4,31.22,19.85,16.48,0.4,8.05,25.5,35.6,1005.9,34.3,16.3093
Jaipur,27,49.25,1.9,9.78,6.73,16.28,0.23,8.3,56.85,37.3,1005.9,34.3,17.7744
Jaipur,13.75,25.75,1.4,8.77,5.78,14.7,0.21,9.32,59.27,36.3,1005.8,34.2,19.0785
Jaipur,9.75,15.5,1,5.6,3.77,12.78,0.28,5.88,61.73,35.8,1005.8,34.2,17.5973
Jaipur,9,13,1.22,6.52,4.42,11.47,0.31,4.92,57.33,37.1,1005.9,34.2,20.3343
Jaipur,9,11.5,1.15,5.1,3.65,10.97,0.31,5,64.7,38.1,1005.8,34.3,13.7172
Jaipur,9.75,15,0.93,6.4,4.15,10.7,0.32,4.8,59.28,42,1005.8,34.3,14.3773
Jaipur,11,11.5,1.37,6.38,4.5,10.67,0.33,4.63,53.9,40.8,1005.9,34.3,10.8997
Jaipur,7.75,11.75,1.62,8.02,5.57,10.62,0.33,4.62,46.52,42.1,1005.9,34.3,4.7173
Jaipur,7.25,15.75,1.75,9.25,6.35,10.45,0.34,4.95,41.18,38.9,1005.9,34.2,4.669
Jaipur,9,13,2.03,8.42,6.13,10.12,0.36,4.67,42.18,40.4,1005.8,34.2,3.5742
Jaipur,11,16,2.43,7,5.73,10.8,0.39,3.53,54.88,40.6,1005.8,34.2,5.7477
Jaipur,7.5,15.75,2.25,5.1,4.55,11.75,0.36,2.68,70.07,42.7,1005.8,34.2,11.27
Jaipur,6.75,14.25,2.2,5.17,4.55,14.03,0.41,2.75,81.35,43,1005.9,34.2,14.4256
Jaipur,9.5,15.25,2.25,4.45,4.2,8.45,0.21,4.5,89.2,48.5,1005.8,34.3,13.8943
Jaipur,11,25.75,13.77,7.85,17.52,15.58,0.7,4.23,96.02,40.9,1005.8,34.3,15.778
Jaipur,10.75,29,2.68,8.63,6.78,10.52,0.95,5.47,100.98,46.4,1005.7,34.3,15.5848
Jaipur,12.25,33.5,2.8,7.5,6.28,10.05,0.18,7,106.33,51.8,1005.8,34.2,12.3809
Jaipur,18.25,36.5,2.18,8.05,6.02,12.85,0.23,8.2,112.2,61,1005.7,34.3,20.3826
Jaipur,22.75,45,2.03,10.05,7,9.17,0.42,6.23,101.43,56.9,1005.8,34.3,22.0892
Jaipur,35.75,71.25,1.68,8.42,5.85,9.25,0.43,5.68,96,61.2,1005.7,34.3,22.3468
Jaipur,13,32.75,2.18,11.9,8.08,9.8,0.53,8.3,87.23,57.9,1005.7,34.3,18.0642
Jaipur,12.75,33.25,1.97,21.03,12.8,8.55,0.47,8.3,67.12,56.1,1005.8,34.2,17.6456
Jaipur,19,35.25,1.72,20.2,12.12,8.6,0.51,7.98,61.75,48.7,1005.7,34.2,14.0875
Jaipur,13.5,29.5,1.5,15.27,9.38,8.4,0.51,8.18,62.22,52.7,1005.7,34.2,13.4113
Jaipur,15.25,29.25,1.75,11.67,7.62,8.62,0.5,7.9,61.25,55.6,1005.8,34.3,14.6188
Jaipur,16,33,1.33,12.2,7.57,8.5,0.53,7.88,52.95,59.5,1005.8,34.3,9.2414
Jaipur,17,33,1.45,14.23,8.75,8.77,0.31,6.52,53.43,61.5,1005.7,34.3,23.0713
Jaipur,16,36.25,1.63,13.62,8.55,8.52,0.32,5.7,43.1,36,1005.7,34.3,15.29
Jaipur,19.5,26.5,1.45,7.32,5.07,8.18,0.28,5.88,52.95,32.7,1005.7,34.3,8.46
Jaipur,11.5,19.75,1.43,4.38,3.48,7.9,0.29,6.02,51.95,30.2,1005.7,34.3,14.29
Jaipur,9.25,13.75,1.5,4.83,3.78,8.12,0.3,5.78,45.57,28.8,1005.5,34.2,17.71
Jaipur,7.5,16.75,1.47,6.08,4.48,8.02,0.31,5.9,41.65,26.5,1005.7,34.3,15.29
Jaipur,9,19.25,1.93,5.88,4.65,8.45,0.31,6.32,39.7,26,1005.7,34.3,14.29
Jaipur,8.5,23.5,2.52,4.5,4.45,10.15,0.36,6.62,42.15,28.4,1005.6,34.3,25.96
Jaipur,8.25,25.75,2.57,4.2,4.35,11.25,0.38,6.88,44.1,31.9,1005.7,34.3,23.54
Jaipur,11,22.75,3.18,5.97,5.75,11.95,0.42,6.97,45.07,33.8,1005.6,34.2,19.7
Jaipur,15.75,27,2.8,5.25,5.07,12.33,0.45,7.05,54.38,32.4,1005.7,34.2,12.42
Jaipur,12,35,2.45,4.65,4.45,12.95,0.45,7.32,61.75,31.7,1005.7,34.2,20.38
Jaipur,12,39.5,1.98,4.53,4.03,8.98,0.46,7.42,72.02,31.8,1005.7,34.2,19.75
Jaipur,12.25,35.75,2.15,3.37,3.57,8.2,0.5,7,78.9,32.8,1005.7,34.3,22.79
Jaipur,13.5,39.25,1.8,3.3,3.23,7.6,0.5,6.85,84.75,30.6,1005.7,34.3,12.46
Jaipur,15.75,43.5,1.7,4.28,3.67,7.48,0.5,6.97,88.7,29.7,1005.7,34.3,16.08
Jaipur,16.25,46,1.97,3.82,3.62,8.13,0.59,8.27,88.7,29.2,1005.6,34.3,10.29
Jaipur,12.5,47.75,1.85,4.07,3.65,8.68,0.57,9.98,86.72,28.5,1005.7,34.3,17.29
Jaipur,17.25,48.25,1.62,4.22,3.53,8.9,0.59,9.15,76.95,30.3,1005.7,34.3,23.25
Jaipur,20,61.25,1.8,10.05,6.8,9,0.68,8.83,60.77,26,1005.6,34.3,12.71
Jaipur,23.25,61.5,1.62,6.8,4.88,9.1,0.64,8.55,68.6,23.4,1005.6,34.3,17.25
Jaipur,13.75,55,1.85,4.95,4.12,9.05,0.63,7.5,54.88,23,1005.5,34.3,18.29
Jaipur,9.75,39.25,1.5,4.25,3.45,9.22,0.64,5.02,50.98,18.6,1005.5,34.3,13.33
Jaipur,9.25,32.25,1.7,3.85,3.45,9.4,0.6,3.25,52.43,17,1005.6,34.3,22.42
Jaipur,9.25,22.25,1.38,4.55,3.55,9.45,0.09,4.83,47.5,12.9,1005.6,34.3,13.75
Jaipur,6.75,32,1.32,3.92,3.17,10.75,0.17,7.12,50.98,17.3,1005.5,34.3,9.17
Jaipur,7.5,23,1.2,4.1,3.1,10.05,0.15,10.2,51,20.8,1009.6,34.3,15.41
Jaipur,11.75,23.75,1.07,5.23,3.65,10.1,0.23,8.7,48.5,27.9,1009.7,34.3,16.17
Jaipur,12,28,1.5,4.75,3.72,9.92,0.22,6.13,46.55,24.8,1009.7,34.3,11.83
Jaipur,14.5,34.25,1.65,4.65,3.8,9.45,0.26,5.98,41.65,27.2,1009.7,34.3,6.34
Jaipur,13.75,36.5,1.82,5.18,4.22,9.02,0.28,5.48,35.77,29.7,1009.7,34.3,5.83
Jaipur,17.5,43.5,2.82,6.1,5.55,9.05,0.33,5.6,33.3,25.3,1009.7,34.3,12.79
Jaipur,19,47.75,2.68,5.45,5.08,9.18,0.37,5.58,34.8,31.2,1009.7,34.2,15.29
Jaipur,19.5,55.25,3.57,5.27,5.7,9.1,0.42,5.1,37.23,29.2,1009.7,34.3,16.5
Jaipur,20.75,63.75,4.55,7.58,7.7,9.3,0.45,5.3,40.7,29.1,1009.7,34.3,7.25
Jaipur,19.75,67.5,4.05,7.7,7.4,10.65,0.24,16.6,41.68,30.6,1009.7,34.2,12.21
Jaipur,20.5,63.75,15.33,8.78,19.25,10.77,0.48,4.45,46.55,39.6,1009.7,34.2,7.67
Jaipur,25.25,69,4.28,6,6.67,9.23,0.55,0.2,53.43,36.4,1009.7,34.2,13.79
Jaipur,25.5,78.5,3.73,7.12,6.82,8.08,0.57,,58.3,36.6,1009.7,34.2,17.83
Jaipur,24.25,81.75,4.35,10.67,9.22,7.83,0.61,,60.75,34.3,1009.8,34.2,12.62
Jaipur,26.25,88.75,3.6,9.17,7.83,7.58,0.66,,58.8,36.1,1009.8,34.2,8.87
Jaipur,27,81.75,5,21.95,15.78,6.78,0.85,3.3,52.9,39.3,1009.7,34.2,19.83
Jaipur,18,41.5,6.12,16.3,13.68,12.92,0.86,3.92,48.5,35.1,1009.7,34.2,10.04
Jaipur,18.25,33,3.25,12.25,9.15,14.17,0.82,5.28,63.2,33.8,1009.8,34.2,18.84
Jaipur,18.5,37.75,6.45,23.68,17.83,9.97,0.86,5.53,53.42,32.4,1009.7,34.2,25.62
Jaipur,18.25,32.5,5.88,26.62,18.93,11.2,0.86,5.08,31.35,18.1,1009.7,34.2,16.83
Jaipur,20.25,29.5,7.5,30.55,22.35,9.77,0.94,4.45,24.5,17.6,1009.6,34.2,16.66
Jaipur,18.25,33.5,1.53,13.15,8.25,11.52,0.82,1.97,59.3,17.6,1009.6,34.2,13.0088
Jaipur,28,32,1.5,3,2.87,11.7,0.25,4.4,82.3,19.8,1009.6,34.2,11.1734
Jaipur,8.5,21,1.17,4.17,3.18,12.87,0.33,3.32,74.98,20.9,1009.6,34.2,12.8156
Jaipur,9.5,15,1.22,5.6,3.98,10.02,0.33,3.65,62.75,22.6,1009.6,34.3,13.7494
Jaipur,13.75,15.75,0.9,7.37,4.67,11,0.41,2.52,59.77,28,1009.6,34.3,15.6331
Jaipur,12.75,19,1.85,9.15,6.4,9.27,0.44,2.98,47.52,28.8,1009.6,34.3,17.549
Jaipur,12.75,22.75,1.87,9.5,6.58,8.23,0.49,2.82,40.67,34.1,1009.5,34.3,22.7815
Jaipur,15.75,27.5,3.65,13.15,9.98,8.18,0.57,6.48,30.4,33.7,1009.5,34.3,23.8924
Jaipur,16.75,35.25,6.52,13.48,12.5,12.83,0.7,9.48,27.9,25.8,1009.5,34.3,28.3682
Jaipur,15.5,40,5.55,12.8,11.3,10.23,0.74,8.68,27.45,24.1,1009.5,34.3,26.9031
Jaipur,23,52,7.55,12.7,12.9,9.45,0.76,7.9,25.5,26.7,1009.5,34.3,25.6956
Jaipur,26.25,58,6.85,10.42,11.12,9.45,0.75,6.5,29.4,28.3,1009.4,34.2,25.3092
Jaipur,22.75,69.25,6.85,10.05,10.95,12.4,0.8,7.85,37.73,34.6,1009.4,34.2,18.1125
Jaipur,19.25,70.25,6.45,7.35,9.15,8.82,0.76,6.97,44.57,33.6,1009.4,34.2,23.4255
Jaipur,20,80,6.17,8.6,9.58,9.02,0.84,6.48,54.88,32,1009.4,34.2,20.0445
Jaipur,24,89.5,8.38,15.45,15.02,10.38,0.88,6.6,58.3,33.9,1009.4,34.2,21.3969
Jaipur,25,92,5.88,9.35,9.73,9.12,0.9,7.15,66.15,36.7,1009.4,34.2,21.3808
Jaipur,29.5,101,8.75,20.12,17.83,9.52,0.97,6.52,55.85,36.4,1009.4,34.2,20.0123
Jaipur,36,97,24.12,30.5,35.82,9.05,1.11,7.45,42.15,34.6,1009.3,34.2,16.5025
Jaipur,49.5,114,11.13,37.45,28.98,9.48,1.2,9.95,30.85,34,1009.3,34.3,17.0982
Jaipur,59.5,105,3.7,14.05,10.5,10,1.14,9.75,51.95,32.2,1009.3,34.3,14.3612
Jaipur,23.5,60.25,5.25,19.4,14.58,11.6,1.26,9.8,41.65,31.1,1009.3,34.3,22.0409
Jaipur,26.75,61.5,2.72,19.3,12.47,11.5,1.29,10.1,39.67,31.7,1009.3,34.3,11.3344
Jaipur,25.75,59.25,2.35,25.68,15.53,11.42,1.12,10.88,35.28,34.9,1009.4,34.3,11.2056
Jaipur,34,48,2.1,10.28,7.15,9.28,1.15,10.67,50.48,34.7,1009.4,34.2,10.4006
Jaipur,17.25,39.25,2.25,17.52,11.17,8.95,0.3,6.2,38.7,37.3,1009.4,34.2,12.0106
Jaipur,17.75,38.25,1.72,15.07,9.42,8.82,0.34,5.75,36.75,38,1009.5,34.2,9.2092
Jaipur,18.75,34.5,1.75,12.6,8.15,9.12,0.37,5.95,30.4,30.9,1009.5,34.2,9.9015
Jaipur,22.75,40.25,1.55,12.55,7.95,10.58,0.44,5.35,22.55,33.2,1009.5,34.3,13.8299
Jaipur,19,44,1.9,16.5,10.33,15.75,0.2,12,15.67,35.3,1009.4,34.2,9.0965
Jaipur,22,42.5,4.95,16.25,12.65,8.8,0.38,7.6,16.15,41,1009.5,34.2,0.644
Jaipur,24.5,46,4.67,17.25,12.97,7.52,0.44,5.78,16.17,38.4,1009.4,34.2,0.6762
Jaipur,26.75,52.75,5.05,10.48,9.67,8.33,0.43,3.8,21.58,31.3,1009.4,34.2,3.864
Jaipur,34.75,57.5,2.95,5.02,5.07,9.22,0.43,3.3,27.95,30.4,1009.3,34.3,7.8246
Jaipur,24.5,64.75,2.68,4.05,4.35,10.65,0.43,4.07,32.85,30.4,1009.3,34.3,15.5848
Jaipur,22,66,6.42,9.27,10.15,12.72,0.48,5.25,39.2,29.3,1009.2,34.2,23.6992
Jaipur,19.5,70.5,5.7,10,9.95,15.55,0.54,7.95,48.02,25.3,1009.2,34.2,20.9622
Jaipur,20.5,71.75,11.92,18.4,19.4,7.47,0.55,4.1,53.9,26.7,1009.2,34.2,22.3951
Jaipur,22.25,81.75,13.4,18.5,20.75,7.2,0.62,3.78,58.8,33.8,1009.2,34.2,26.5006
Jaipur,25,88.25,9.97,19.85,18.67,6.15,0.59,3.68,61.75,29.2,1009.2,34.3,23.2162
Jaipur,99.75,201.5,8.4,88.47,53.9,18.55,1.72,24.67,39.7,32.3,1009.1,34.3,25.4219
Jaipur,105,237.25,15.97,132.57,83.47,14.02,2.11,22.5,30.37,32.7,1009.1,34.3,28.1267
Jaipur,121.5,264,4.45,137.35,76.7,13.6,2.42,23.6,25.97,30.1,1009.1,34.3,19.2878
Jaipur,135.75,259.5,5.55,81.58,47.93,15.03,1.65,23,33.82,31.6,1009.1,34.3,20.447
Jaipur,107.75,194,4.23,61.43,36.1,18.15,1.57,19.65,37.22,29.3,1009.2,34.2,27.8691
Jaipur,96.5,169.5,2.32,59.35,33.48,18.03,1.46,16.62,33.8,28.7,1009.2,34.2,6.7459
Jaipur,91.25,154.75,2.35,43.02,24.83,19.35,1.36,12.9,38.2,31.9,1009.2,34.2,14.9086
Jaipur,90.5,146.25,2.5,44.5,25.7,20.43,1.57,14.7,38.2,32.6,1009.2,34.2,25.0355
Jaipur,95,159,1.53,37.75,21.3,20.2,1.62,15.28,42.62,32.2,1009.3,34.3,19.8352
Jaipur,93.5,144,2.1,40.05,22.97,20.85,1.5,16.53,42.15,31.4,1009.3,34.2,28.0945
Jaipur,95.25,149.5,1.85,43.18,24.45,20.67,1.42,21.12,40.2,26.2,1009.3,34.3,27.9818
Jaipur,94.75,153,1.55,41.82,23.5,19.23,0.34,24.7,41.65,34,1009.2,34.3,30.8637
Jaipur,91,141,1.85,44.55,25.2,19.77,0.27,28.63,39.2,31.8,1009.3,34.3,32.1678
Jaipur,22,59.75,1.4,6.33,4.48,15,0.39,7.08,23.03,33.9,1009.3,34.3,26.5328
Jaipur,23.5,71.25,1.83,7.48,5.48,14.55,0.43,7,20.08,35.6,1009.3,34.3,28.336
Jaipur,26,80,2.45,7.95,6.23,13.95,0.45,7.77,23.53,37,1009.3,34.3,29.8333
Jaipur,22,78,3.15,6.72,6.17,13.5,0.51,7.58,27.42,31.9,1009.3,34.3,28.4809
Jaipur,28,82,2.95,4.85,4.97,12.85,0.54,8.25,32.82,30.4,1009.3,34.3,28.5131
Jaipur,28.5,91.75,2.6,4.85,4.73,13.05,0.59,8.45,42.15,34.2,1009.2,34.3,25.6956
Jaipur,31,117.75,4.05,6.88,6.95,14.58,0.62,9.55,50.45,36.1,1009.2,34.2,25.3414
Jaipur,33.25,131.5,4.1,10.25,8.75,19.05,4.51,13.2,49.5,31.5,1009.2,34.2,21.413
Jaipur,31.5,121.25,15.27,7.73,18.62,13.12,0.16,7.53,62.22,24.1,1009.2,34.3,17.8549
Jaipur,33.25,123.5,5.03,8.82,8.8,7.52,0.2,8.65,77.9,29.4,1009.1,34.3,15.1984
Jaipur,34,129.25,4.02,8.2,7.65,6,0.16,10.1,87.2,33.2,1009.1,34.3,15.7297
Jaipur,46.5,131,3.62,8.3,7.35,5.9,0.11,10.38,90.15,31,1009.1,34.3,12.3648
Jaipur,72.5,125.5,4.95,13.1,10.98,9.23,0.17,10.6,90.17,30.7,1009.1,34.3,13.8943
Jaipur,39,134,2.97,12,8.8,12.67,0.09,10.48,93.1,24.5,1009.1,34.3,9.8049
Jaipur,42,152.5,3.62,20.78,14,10.43,0.2,12.65,76.95,31.8,1009.1,34.2,6.6654
Jaipur,41.5,148.75,5.08,29.57,19.9,9.9,0.3,10.58,47.52,31.6,1009.1,34.2,7.1162
Jaipur,41,159.75,5.6,30.6,20.8,10.7,0.45,6.4,26.95,31.3,1009.1,34.2,3.7191
Jaipur,42.75,148.25,4.77,16.25,12.53,9.4,0.49,4.35,30.85,29.7,1009.1,34.3,14.4739
Jaipur,36.5,111,2.97,14.17,9.95,8.78,0.41,3.27,38.23,32.9,1009.1,34.2,20.5275
Jaipur,29,93.25,3.4,11.45,8.85,10.25,0.45,2.47,42.62,33.9,1009.1,34.2,19.3039
Jaipur,28.5,88.25,3.7,17.32,12.2,13.03,0.36,6.03,43.1,28.2,1009.2,34.2,17.4363
Jaipur,28.25,99,2.4,24.35,14.88,16.53,0.45,5.3,37.73,22.3,1009.2,34.2,20.4148
Jaipur,32,99,2.73,24.32,15.15,16.05,0.51,5.33,26.45,21.7,1009.3,34.2,17.0499
Jaipur,29.5,84.25,3.45,16.35,11.52,17.08,0.6,7.05,32.32,14.4,1009.2,34.2,20.5114
Jaipur,23.75,71.25,2.5,20.75,13.05,15.18,0.61,6.62,25,12.9,1009.2,34.2,17.6456
Jaipur,28.25,86.5,7.18,33.08,23.42,16.07,0.74,7.18,12.75,25.1,1009.2,34.2,14.4095
Jaipur,30.5,106,24.57,32.77,37.43,14.5,0.84,7.62,7.83,30.4,1009.2,34.2,10.7548
Jaipur,38,128.5,4.65,10.08,9.15,22.15,0.92,13.42,23.97,31.6,1009.2,34.2,4.8622
Jaipur,22,89.5,3.2,6.23,5.9,12.22,0.75,8.43,33.32,31.3,1009.1,34.2,2.3828
Jaipur,27.75,96.25,2.6,6,5.3,11.05,0.79,5.38,44.57,27,1009.1,34.2,0.322
Jaipur,28,106.75,2.97,6.25,5.7,12.67,0.87,8.35,61.25,31.6,1009,34.2,3.2522
Jaipur,31,119,2.55,6.35,5.45,24.4,4.84,15.9,80.35,30.3,1009,34.3,3.0107
Jaipur,32,123.75,12.98,7.02,16.4,10.85,0.46,10.3,98.95,31,1009,34.3,10.465
Jaipur,35.75,134.5,2.52,5.77,5.1,7.97,0.2,10.65,107.8,37.9,1008.9,34.3,7.3416
Jaipur,38,153.25,2.82,5.05,5,16.4,0.19,10.93,120.55,38.6,1008.9,34.3,9.5151
Jaipur,37.25,157.25,2.8,6.9,6,12.27,1.01,10.58,133.27,36.8,1008.8,34.2,9.9981
Jaipur,36.5,157.25,2.32,9.12,6.77,11.05,1.04,7.7,136.72,36.9,1008.8,34.3,13.685
Jaipur,40.25,176,3.03,10.63,8.12,8.5,1.72,8.65,107.8,35.2,1008.8,34.3,11.5437
Jaipur,36,136.75,3.07,8,6.73,9.42,1.79,8.65,83.3,35.4,1008.8,34.3,12.719
Jaipur,29.75,71,2.73,14.88,10.2,9.38,1.93,9.58,68.6,33.3,1008.9,34.3,12.8961
Jaipur,32.75,68.75,2.83,17,11.35,10.08,2.03,10.53,49.97,34.6,1008.9,34.3,0.6923
Jaipur,39.25,74,2.28,9.02,6.65,11.48,1.97,10.85,61.75,30.7,1008.8,34.3,5.5384
Jaipur,24,55.5,7.62,17,15.27,13.28,2.02,10.45,51.47,31.3,1008.9,34.3,5.2003
Jaipur,21,54,6.38,37.17,24.95,12.7,2.13,10.57,27.43,34.2,1008.9,34.3,5.6189
Jaipur,29,68.5,3,31.75,19.33,11.97,0.15,7.55,17.15,32.3,1008.9,34.3,4.7656
Jaipur,28,59,1.65,16.95,10.35,12.25,0.14,4.92,38.7,29.7,1008.9,34.3,7.9212
Jaipur,24.5,44.75,1.5,7.63,5.28,11.98,0.23,3.85,34.3,34.3,1008.9,34.3,9.7566
Jaipur,22.5,44,1.4,4.62,3.6,12.05,0.26,3.48,48.53,36.4,1008.9,34.3,9.6922
Jaipur,20.75,37,1.67,8.37,5.85,11.88,0.3,2.87,34.8,36.9,1008.8,34.2,14.49
Jaipur,20.5,43.5,1.47,10.07,6.55,11.17,0.38,2.17,33.32,39.1,1008.7,34.3,20.3343
Jaipur,21.25,47.75,3.15,14.47,10.25,10.67,0.49,4.5,27.4,40.5,1008.7,34.3,23.5865
Jaipur,18,54.25,3.5,10.33,8.35,11.65,0.58,6.25,35.27,40.3,1008.7,34.3,22.2985
Jaipur,15.75,50.75,2.9,6.38,5.72,10.05,0.54,7.33,40.17,44.8,1008.7,34.3,14.7154
Jaipur,18,60.5,2.35,4.9,4.5,11.68,0.59,6.47,51.43,42.3,1008.7,34.3,14.49
